,index,Q_name,candidate,new_q,base_reward,new_reward,label
56,0.0,coronavirus origin,fungal,coronavirus origin fungal,0.0,0.132716049382716,1
57,0.0,coronavirus origin,primary,coronavirus origin primary,0.0,0.0246913580246913,1
58,0.0,coronavirus origin,geographical,coronavirus origin geographical,0.0,0.015432098765432,1
59,0.0,coronavirus origin,diffuse,coronavirus origin diffuse,0.0,0.0061728395061728,1
60,0.0,coronavirus origin,recent,coronavirus origin recent,0.0,0.0586419753086419,1
61,0.0,coronavirus origin,world,coronavirus origin world,0.0,0.095679012345679,1
62,0.0,coronavirus origin,false,coronavirus origin false,0.0,0.0,0
63,0.0,coronavirus origin,local,coronavirus origin local,0.0,0.0061728395061728,1
64,0.0,coronavirus origin,population,coronavirus origin population,0.0,0.0493827160493827,1
65,0.0,coronavirus origin,white,coronavirus origin white,0.0,0.0,0
66,0.0,coronavirus origin,influenza,coronavirus origin influenza,0.0,0.0185185185185185,1
67,0.0,coronavirus origin,adaptive,coronavirus origin adaptive,0.0,0.0092592592592592,1
68,0.0,coronavirus origin,background,coronavirus origin background,0.0,0.0432098765432098,1
69,0.0,coronavirus origin,negative,coronavirus origin negative,0.0,0.0061728395061728,1
70,0.0,coronavirus origin,ancestral,coronavirus origin ancestral,0.0,0.0216049382716049,1
71,0.0,coronavirus origin,china,coronavirus origin china,0.0,0.1975308641975308,1
72,0.0,coronavirus origin,reported,coronavirus origin reported,0.0,0.0895061728395061,1
73,0.0,coronavirus origin,synonymous,coronavirus origin synonymous,0.0,0.0123456790123456,1
74,0.0,coronavirus origin,presumed,coronavirus origin presumed,0.0,0.0092592592592592,1
75,0.0,coronavirus origin,pathogen,coronavirus origin pathogen,0.0,0.0679012345679012,1
76,0.0,coronavirus origin,maternal,coronavirus origin maternal,0.0,0.0,0
77,0.0,coronavirus origin,canine,coronavirus origin canine,0.0,0.0092592592592592,1
78,0.0,coronavirus origin,acute,coronavirus origin acute,0.0,0.2098765432098765,1
79,0.0,coronavirus origin,unidentified,coronavirus origin unidentified,0.0,0.0030864197530864,1
80,0.0,coronavirus origin,child,coronavirus origin child,0.0,0.0030864197530864,1
81,0.0,coronavirus origin,caucasian,coronavirus origin caucasian,0.0,0.0,0
82,0.0,coronavirus origin,current,coronavirus origin current,0.0,0.0802469135802469,1
83,0.0,coronavirus origin,species,coronavirus origin species,0.0,0.1203703703703703,1
84,0.0,coronavirus origin,worldwide,coronavirus origin worldwide,0.0,0.0617283950617283,1
85,0.0,coronavirus origin,vertical,coronavirus origin vertical,0.0,0.0,0
86,0.0,coronavirus origin,possible,coronavirus origin possible,0.0,0.0925925925925925,1
87,0.0,coronavirus origin,like,coronavirus origin like,0.0,0.1018518518518518,1
88,0.0,coronavirus origin,molecular,coronavirus origin molecular,0.0,0.1728395061728395,1
89,0.0,coronavirus origin,genus,coronavirus origin genus,0.0,0.0308641975308641,1
90,0.0,coronavirus origin,japanese,coronavirus origin japanese,0.0,0.0061728395061728,1
91,0.0,coronavirus origin,unclear,coronavirus origin unclear,0.0,0.0185185185185185,1
92,0.0,coronavirus origin,comparative,coronavirus origin comparative,0.0,0.0246913580246913,1
93,0.0,coronavirus origin,black,coronavirus origin black,0.0,0.0,0
94,0.0,coronavirus origin,bat,coronavirus origin bat,0.0,0.2098765432098765,1
95,0.0,coronavirus origin,exact,coronavirus origin exact,0.0,0.0123456790123456,1
96,0.0,coronavirus origin,live,coronavirus origin live,0.0,0.0123456790123456,1
97,0.0,coronavirus origin,lethal,coronavirus origin lethal,0.0,0.0030864197530864,1
98,0.0,coronavirus origin,ecological,coronavirus origin ecological,0.0,0.0123456790123456,1
99,0.0,coronavirus origin,cumulative,coronavirus origin cumulative,0.0,0.0030864197530864,1
100,0.0,coronavirus origin,hispanic,coronavirus origin hispanic,0.0,0.0,0
101,0.0,coronavirus origin,malaria,coronavirus origin malaria,0.0,0.0,0
102,0.0,coronavirus origin,similar,coronavirus origin similar,0.0,0.0555555555555555,1
103,0.0,coronavirus origin,complete,coronavirus origin complete,0.0,0.0339506172839506,1
104,0.0,coronavirus origin,past,coronavirus origin past,0.0,0.0246913580246913,1
105,0.0,coronavirus origin,clear,coronavirus origin clear,0.0,0.0061728395061728,1
106,0.0,coronavirus origin,extreme,coronavirus origin extreme,0.0,0.0030864197530864,1
107,0.0,coronavirus origin,medicinal,coronavirus origin medicinal,0.0,0.0,0
108,0.0,coronavirus origin,sequence,coronavirus origin sequence,0.0,0.1820987654320987,1
109,0.0,coronavirus origin,brazilian,coronavirus origin brazilian,0.0,0.0,0
110,0.0,coronavirus origin,acquired,coronavirus origin acquired,0.0,0.0185185185185185,1
111,0.0,coronavirus origin,historical,coronavirus origin historical,0.0,0.0061728395061728,1
112,0.0,coronavirus origin,good,coronavirus origin good,0.0,0.0,0
113,0.0,coronavirus origin,corona,coronavirus origin corona,0.0,0.0185185185185185,1
114,0.0,coronavirus origin,artificial,coronavirus origin artificial,0.0,0.0030864197530864,1
115,0.0,coronavirus origin,paramount,coronavirus origin paramount,0.0,0.0,0
116,0.0,coronavirus origin,respiratory,coronavirus origin respiratory,0.0,0.2006172839506173,1
117,0.0,coronavirus origin,high,coronavirus origin high,0.0,0.0709876543209876,1
118,0.0,coronavirus origin,oral,coronavirus origin oral,0.0,0.0030864197530864,1
119,0.0,coronavirus origin,wild,coronavirus origin wild,0.0,0.0432098765432098,1
120,0.0,coronavirus origin,basic,coronavirus origin basic,0.0,0.0246913580246913,1
121,0.0,coronavirus origin,hiv,coronavirus origin hiv,0.0,0.0030864197530864,1
122,0.0,coronavirus origin,patient,coronavirus origin patient,0.0,0.0802469135802469,1
123,0.0,coronavirus origin,sudden,coronavirus origin sudden,0.0,0.0061728395061728,1
124,0.0,coronavirus origin,genome,coronavirus origin genome,0.0,0.1975308641975308,1
125,0.0,coronavirus origin,infected,coronavirus origin infected,0.0,0.0555555555555555,1
126,0.0,coronavirus origin,devastating,coronavirus origin devastating,0.0,0.0061728395061728,1
127,0.0,coronavirus origin,adverse,coronavirus origin adverse,0.0,0.0030864197530864,1
128,0.0,coronavirus origin,main,coronavirus origin main,0.0,0.0123456790123456,1
129,0.0,coronavirus origin,therapeutic,coronavirus origin therapeutic,0.0,0.0555555555555555,1
130,0.0,coronavirus origin,public,coronavirus origin public,0.0,0.1203703703703703,1
131,0.0,coronavirus origin,true,coronavirus origin true,0.0,0.0061728395061728,1
132,0.0,coronavirus origin,rna,coronavirus origin rna,0.0,0.0709876543209876,1
133,0.0,coronavirus origin,proven,coronavirus origin proven,0.0,0.0092592592592592,1
134,0.0,coronavirus origin,differential,coronavirus origin differential,0.0,0.0030864197530864,1
135,0.0,coronavirus origin,italian,coronavirus origin italian,0.0,0.0,0
136,0.0,coronavirus origin,birth,coronavirus origin birth,0.0,0.0,0
137,0.0,coronavirus origin,regional,coronavirus origin regional,0.0,0.0123456790123456,1
138,0.0,coronavirus origin,initial,coronavirus origin initial,0.0,0.0246913580246913,1
139,0.0,coronavirus origin,multiple,coronavirus origin multiple,0.0,0.0432098765432098,1
140,0.0,coronavirus origin,confirmed,coronavirus origin confirmed,0.0,0.0771604938271604,1
141,0.0,coronavirus origin,reverse,coronavirus origin reverse,0.0,0.0216049382716049,1
142,0.0,coronavirus origin,premature,coronavirus origin premature,0.0,0.0,0
143,0.0,coronavirus origin,people,coronavirus origin people,0.0,0.0493827160493827,1
144,0.0,coronavirus origin,surface,coronavirus origin surface,0.0,0.0216049382716049,1
145,0.0,coronavirus origin,synthetic,coronavirus origin synthetic,0.0,0.0,0
146,0.0,coronavirus origin,additional,coronavirus origin additional,0.0,0.0030864197530864,1
147,0.0,coronavirus origin,reproductive,coronavirus origin reproductive,0.0,0.0061728395061728,1
148,0.0,coronavirus origin,indigenous,coronavirus origin indigenous,0.0,0.0,0
149,0.0,coronavirus origin,rare,coronavirus origin rare,0.0,0.0030864197530864,1
150,0.0,coronavirus origin,western,coronavirus origin western,0.0,0.0123456790123456,1
151,0.0,coronavirus origin,indicates,coronavirus origin indicates,0.0,0.0123456790123456,1
152,0.0,coronavirus origin,national,coronavirus origin national,0.0,0.0864197530864197,1
153,0.0,coronavirus origin,flu,coronavirus origin flu,0.0,0.015432098765432,1
154,0.0,coronavirus origin,low,coronavirus origin low,0.0,0.0339506172839506,1
155,0.0,coronavirus origin,predominant,coronavirus origin predominant,0.0,0.0030864197530864,1
156,0.0,coronavirus origin,veterinary,coronavirus origin veterinary,0.0,0.0987654320987654,1
157,0.0,coronavirus origin,childhood,coronavirus origin childhood,0.0,0.0,0
158,0.0,coronavirus origin,indicating,coronavirus origin indicating,0.0,0.0246913580246913,1
159,0.0,coronavirus origin,french,coronavirus origin french,0.0,0.0,0
160,0.0,coronavirus origin,isolate,coronavirus origin isolate,0.0,0.0123456790123456,1
161,0.0,coronavirus origin,different,coronavirus origin different,0.0,0.0925925925925925,1
162,0.0,coronavirus origin,family,coronavirus origin family,0.0,0.037037037037037,1
163,0.0,coronavirus origin,grey,coronavirus origin grey,0.0,0.0,0
164,0.0,coronavirus origin,english,coronavirus origin english,0.0,0.1882716049382716,1
165,0.0,coronavirus origin,mysterious,coronavirus origin mysterious,0.0,0.0123456790123456,1
166,0.0,coronavirus origin,related,coronavirus origin related,0.0,0.1481481481481481,1
167,0.0,coronavirus origin,canadian,coronavirus origin canadian,0.0,0.0,0
168,0.0,coronavirus origin,cold,coronavirus origin cold,0.0,0.0092592592592592,1
169,0.0,coronavirus origin,disease,coronavirus origin disease,0.0,0.1820987654320987,1
170,0.0,coronavirus origin,infectiones,coronavirus origin infectiones,0.0,0.0,0
171,0.0,coronavirus origin,pneumonia,coronavirus origin pneumonia,0.0,0.191358024691358,1
172,0.0,coronavirus origin,virus,coronavirus origin virus,0.0,0.191358024691358,1
173,0.0,coronavirus origin,infections,coronavirus origin infections,0.0,0.1851851851851851,1
174,0.0,coronavirus origin,outbreak,coronavirus origin outbreak,0.0,0.1882716049382716,1
175,0.0,coronavirus origin,epidemic,coronavirus origin epidemic,0.0,0.1882716049382716,1
176,0.0,coronavirus origin,vaccine,coronavirus origin vaccine,0.0,0.0771604938271604,1
177,0.0,coronavirus origin,genome,coronavirus origin genome,0.0,0.1975308641975308,1
178,0.0,coronavirus origin,strain,coronavirus origin strain,0.0,0.0401234567901234,1
179,0.0,coronavirus origin,pathogen,coronavirus origin pathogen,0.0,0.0679012345679012,1
180,0.0,coronavirus origin,diseases,coronavirus origin diseases,0.0,0.1790123456790123,1
181,0.0,coronavirus origin,research,coronavirus origin research,0.0,0.2098765432098765,1
182,0.0,coronavirus origin,database,coronavirus origin database,0.0,0.0092592592592592,1
183,0.0,coronavirus origin,china,coronavirus origin china,0.0,0.1975308641975308,1
184,0.0,coronavirus origin,subsp,coronavirus origin subsp,0.0,0.0,0
185,0.0,coronavirus origin,coe,coronavirus origin coe,0.0,0.0,0
186,0.0,coronavirus origin,gov,coronavirus origin gov,0.0,0.0030864197530864,1
187,0.0,coronavirus origin,strains,coronavirus origin strains,0.0,0.0771604938271604,1
188,0.0,coronavirus origin,society,coronavirus origin society,0.0,0.015432098765432,1
189,0.0,coronavirus origin,syndrome,coronavirus origin syndrome,0.0,0.2006172839506173,1
190,0.0,coronavirus origin,patients,coronavirus origin patients,0.0,0.0679012345679012,1
191,0.0,coronavirus origin,organization,coronavirus origin organization,0.0,0.0524691358024691,1
192,0.0,coronavirus origin,recipients,coronavirus origin recipients,0.0,0.0,0
193,0.0,coronavirus origin,treatment,coronavirus origin treatment,0.0,0.1203703703703703,1
194,0.0,coronavirus origin,family,coronavirus origin family,0.0,0.037037037037037,1
195,0.0,coronavirus origin,vaccines,coronavirus origin vaccines,0.0,0.0555555555555555,1
196,0.0,coronavirus origin,corona,coronavirus origin corona,0.0,0.0185185185185185,1
197,0.0,coronavirus origin,genus,coronavirus origin genus,0.0,0.0308641975308641,1
198,0.0,coronavirus origin,studies,coronavirus origin studies,0.0,0.0833333333333333,1
199,0.0,coronavirus origin,isolate,coronavirus origin isolate,0.0,0.0123456790123456,1
200,0.0,coronavirus origin,influenza,coronavirus origin influenza,0.0,0.0185185185185185,1
201,0.0,coronavirus origin,viruses,coronavirus origin viruses,0.0,0.1975308641975308,1
202,0.0,coronavirus origin,antigen,coronavirus origin antigen,0.0,0.015432098765432,1
203,0.0,coronavirus origin,challenge,coronavirus origin challenge,0.0,0.0092592592592592,1
204,0.0,coronavirus origin,control,coronavirus origin control,0.0,0.1111111111111111,1
205,0.0,coronavirus origin,mortality,coronavirus origin mortality,0.0,0.015432098765432,1
206,0.0,coronavirus origin,registry,coronavirus origin registry,0.0,0.0,0
207,0.0,coronavirus origin,development,coronavirus origin development,0.0,0.0709876543209876,1
208,0.0,coronavirus origin,concern,coronavirus origin concern,0.0,0.037037037037037,1
209,0.0,coronavirus origin,transmission,coronavirus origin transmission,0.0,0.1975308641975308,1
210,0.0,coronavirus origin,administration,coronavirus origin administration,0.0,0.0092592592592592,1
211,0.0,coronavirus origin,hospital,coronavirus origin hospital,0.0,0.1049382716049382,1
212,0.0,coronavirus origin,species,coronavirus origin species,0.0,0.1203703703703703,1
213,0.0,coronavirus origin,inc,coronavirus origin inc,0.0,0.0,0
214,0.0,coronavirus origin,entry,coronavirus origin entry,0.0,0.0185185185185185,1
215,0.0,coronavirus origin,association,coronavirus origin association,0.0,0.015432098765432,1
216,0.0,coronavirus origin,population,coronavirus origin population,0.0,0.0493827160493827,1
217,0.0,coronavirus origin,background,coronavirus origin background,0.0,0.0432098765432098,1
218,0.0,coronavirus origin,symptoms,coronavirus origin symptoms,0.0,0.095679012345679,1
219,0.0,coronavirus origin,exposure,coronavirus origin exposure,0.0,0.0092592592592592,1
220,0.0,coronavirus origin,b,coronavirus origin b,0.0,0.0462962962962962,1
221,0.0,coronavirus origin,flu,coronavirus origin flu,0.0,0.015432098765432,1
222,0.0,coronavirus origin,community,coronavirus origin community,0.0,0.037037037037037,1
223,0.0,coronavirus origin,antibodies,coronavirus origin antibodies,0.0,0.0277777777777777,1
224,0.0,coronavirus origin,investigationidae,coronavirus origin investigationidae,0.0,0.1882716049382716,1
225,0.0,coronavirus origin,province,coronavirus origin province,0.0,0.074074074074074,1
226,0.0,coronavirus origin,receptor,coronavirus origin receptor,0.0,0.1018518518518518,1
227,0.0,coronavirus origin,spike,coronavirus origin spike,0.0,0.1296296296296296,1
228,0.0,coronavirus origin,detection,coronavirus origin detection,0.0,0.0185185185185185,1
229,0.0,coronavirus origin,reservoir,coronavirus origin reservoir,0.0,0.0864197530864197,1
230,0.0,coronavirus origin,study,coronavirus origin study,0.0,0.1018518518518518,1
231,0.0,coronavirus origin,cancer,coronavirus origin cancer,0.0,0.0061728395061728,1
232,0.0,coronavirus origin,beta,coronavirus origin beta,0.0,0.0277777777777777,1
233,0.0,coronavirus origin,death,coronavirus origin death,0.0,0.015432098765432,1
234,0.0,coronavirus origin,antibody,coronavirus origin antibody,0.0,0.0339506172839506,1
235,0.0,coronavirus origin,classification,coronavirus origin classification,0.0,0.2129629629629629,1
236,0.0,coronavirus origin,publications,coronavirus origin publications,0.0,0.0,0
237,0.0,coronavirus origin,subgenus,coronavirus origin subgenus,0.0,0.0216049382716049,1
238,0.0,coronavirus origin,surveillance,coronavirus origin surveillance,0.0,0.1975308641975308,1
239,0.0,coronavirus origin,cases,coronavirus origin cases,0.0,0.1018518518518518,1
240,0.0,coronavirus origin,gene,coronavirus origin gene,0.0,0.0925925925925925,1
241,0.0,coronavirus origin,international,coronavirus origin international,0.0,0.0771604938271604,1
242,0.0,coronavirus origin,lineage,coronavirus origin lineage,0.0,0.0432098765432098,1
243,0.0,coronavirus origin,review,coronavirus origin review,0.0,0.1481481481481481,1
244,0.0,coronavirus origin,®,coronavirus origin ®,0.0,0.0246913580246913,1
245,0.0,coronavirus origin,populations,coronavirus origin populations,0.0,0.074074074074074,1
246,0.0,coronavirus origin,illness,coronavirus origin illness,0.0,0.0123456790123456,1
247,0.0,coronavirus origin,foundation,coronavirus origin foundation,0.0,0.0462962962962962,1
248,0.0,coronavirus origin,america,coronavirus origin america,0.0,0.0339506172839506,1
249,0.0,coronavirus origin,endemic,coronavirus origin endemic,0.0,0.015432098765432,1
250,0.0,coronavirus origin,tuberculosis,coronavirus origin tuberculosis,0.0,0.0,0
251,0.0,coronavirus origin,national,coronavirus origin national,0.0,0.0864197530864197,1
252,0.0,coronavirus origin,website,coronavirus origin website,0.0,0.0,0
253,0.0,coronavirus origin,dissemination,coronavirus origin dissemination,0.0,0.0030864197530864,1
254,0.0,coronavirus origin,em,coronavirus origin em,0.0,0.0,0
255,0.0,coronavirus origin,registrationensis,coronavirus origin registrationensis,0.0,0.1882716049382716,1
256,0.0,coronavirus origin,©,coronavirus origin ©,0.0,0.0,0
257,0.0,coronavirus origin,korea,coronavirus origin korea,0.0,0.0061728395061728,1
258,0.0,coronavirus origin,taiwan,coronavirus origin taiwan,0.0,0.0092592592592592,1
259,0.0,coronavirus origin,med,coronavirus origin med,0.0,0.0679012345679012,1
260,0.0,coronavirus origin,humans,coronavirus origin humans,0.0,0.1820987654320987,1
261,0.0,coronavirus origin,deaths,coronavirus origin deaths,0.0,0.0555555555555555,1
262,0.0,coronavirus origin,index,coronavirus origin index,0.0,0.0061728395061728,1
263,0.0,coronavirus origin,|ov,coronavirus origin |ov,0.0,0.1882716049382716,1
264,0.0,coronavirus origin,taxonomy,coronavirus origin taxonomy,0.0,0.2222222222222222,1
265,0.0,coronavirus origin,replication,coronavirus origin replication,0.0,0.015432098765432,1
266,0.0,coronavirus origin,rna,coronavirus origin rna,0.0,0.0709876543209876,1
267,0.0,coronavirus origin,ii,coronavirus origin ii,0.0,0.0092592592592592,1
268,0.0,coronavirus origin,y,coronavirus origin y,0.0,0.0,0
269,0.0,coronavirus origin,2015'health,coronavirus origin 2015'health,0.0,0.1882716049382716,1
270,0.0,coronavirus origin,injury,coronavirus origin injury,0.0,0.0,0
271,0.0,coronavirus origin,infected,coronavirus origin infected,0.0,0.0555555555555555,1
272,0.0,coronavirus origin,nc,coronavirus origin nc,0.0,0.0061728395061728,1
273,0.0,coronavirus origin,iv,coronavirus origin iv,0.0,0.0,0
274,0.0,coronavirus origin,vietnam,coronavirus origin vietnam,0.0,0.0,0
275,0.0,coronavirus origin,india,coronavirus origin india,0.0,0.0401234567901234,1
276,0.0,coronavirus origin,usa,coronavirus origin usa,0.0,0.0833333333333333,1
277,0.0,coronavirus origin,sequencing,coronavirus origin sequencing,0.0,0.1604938271604938,1
278,0.0,coronavirus origin,pathology,coronavirus origin pathology,0.0,0.0524691358024691,1
279,0.0,coronavirus origin,data,coronavirus origin data,0.0,0.1388888888888889,1
280,0.0,coronavirus origin,p,coronavirus origin p,0.0,0.0216049382716049,1
281,0.0,coronavirus origin,analysis,coronavirus origin analysis,0.0,0.2222222222222222,1
282,0.0,coronavirus origin,management,coronavirus origin management,0.0,0.0246913580246913,1
283,0.0,coronavirus origin,nature,coronavirus origin nature,0.0,0.0308641975308641,1
284,0.0,coronavirus origin,variants,coronavirus origin variants,0.0,0.015432098765432,1
285,0.0,coronavirus origin,severity,coronavirus origin severity,0.0,0.0092592592592592,1
286,0.0,coronavirus origin,prevention,coronavirus origin prevention,0.0,0.0864197530864197,1
287,0.0,coronavirus origin,origin,coronavirus origin origin,0.0,0.1882716049382716,1
288,0.0,coronavirus origin,group,coronavirus origin group,0.0,0.0586419753086419,1
289,0.0,coronavirus origin,ci,coronavirus origin ci,0.0,0.0030864197530864,1
290,0.0,coronavirus origin,bio,coronavirus origin bio,0.0,0.0061728395061728,1
291,0.0,coronavirus origin,indonesia,coronavirus origin indonesia,0.0,0.0,0
292,0.0,coronavirus origin,cluster,coronavirus origin cluster,0.0,0.0401234567901234,1
293,0.0,coronavirus origin,university,coronavirus origin university,0.0,0.2037037037037037,1
294,0.0,coronavirus origin,x,coronavirus origin x,0.0,0.0216049382716049,1
295,0.0,coronavirus origin,children,coronavirus origin children,0.0,0.0123456790123456,1
296,0.0,coronavirus origin,limitedesis,coronavirus origin limitedesis,0.0,0.1882716049382716,1
297,0.0,coronavirus origin,japan,coronavirus origin japan,0.0,0.0123456790123456,1
298,0.0,coronavirus origin,therapy,coronavirus origin therapy,0.0,0.0864197530864197,1
299,0.0,coronavirus origin,world,coronavirus origin world,0.0,0.095679012345679,1
300,0.0,coronavirus origin,cause,coronavirus origin cause,0.0,0.0401234567901234,1
301,0.0,coronavirus origin,complications,coronavirus origin complications,0.0,0.0030864197530864,1
302,0.0,coronavirus origin,mutations,coronavirus origin mutations,0.0,0.0586419753086419,1
303,0.0,coronavirus origin,grows,coronavirus origin grows,0.0,0.0,0
304,0.0,coronavirus origin,human,coronavirus origin human,0.0,0.1790123456790123,1
305,0.0,coronavirus origin,transplant,coronavirus origin transplant,0.0,0.0061728395061728,1
306,0.0,coronavirus origin,discovery,coronavirus origin discovery,0.0,0.0216049382716049,1
307,0.0,coronavirus origin,culture,coronavirus origin culture,0.0,0.0123456790123456,1
308,0.0,coronavirus origin,screening,coronavirus origin screening,0.0,0.0648148148148148,1
309,0.0,coronavirus origin,institute,coronavirus origin institute,0.0,0.191358024691358,1
310,0.0,coronavirus origin,clade,coronavirus origin clade,0.0,0.0277777777777777,1
311,0.0,coronavirus origin,alert,coronavirus origin alert,0.0,0.0061728395061728,1
312,1.0,coronavirus test rapid testing,screening,coronavirus test rapid testing screening,0.0,0.1320754716981132,1
313,1.0,coronavirus test rapid testing,detection,coronavirus test rapid testing detection,0.0,0.0796645702306079,1
314,1.0,coronavirus test rapid testing,test,coronavirus test rapid testing test,0.0,0.1362683438155136,1
315,1.0,coronavirus test rapid testing,transmission,coronavirus test rapid testing transmission,0.0,0.0188679245283018,1
316,1.0,coronavirus test rapid testing,infection,coronavirus test rapid testing infection,0.0,0.1341719077568134,1
317,1.0,coronavirus test rapid testing,testing,coronavirus test rapid testing testing,0.0,0.1362683438155136,1
318,1.0,coronavirus test rapid testing,diagnosis,coronavirus test rapid testing diagnosis,0.0,0.129979035639413,1
319,1.0,coronavirus test rapid testing,tests,coronavirus test rapid testing tests,0.0,0.0817610062893081,1
320,1.0,coronavirus test rapid testing,infections,coronavirus test rapid testing infections,0.0,0.1257861635220125,1
321,1.0,coronavirus test rapid testing,spreadity,coronavirus test rapid testing spreadity,0.0,0.1362683438155136,1
322,1.0,coronavirus test rapid testing,dissemination,coronavirus test rapid testing dissemination,0.0,0.0020964360587002,1
323,1.0,coronavirus test rapid testing,ventilatione,coronavirus test rapid testing ventilatione,0.0,0.1362683438155136,1
324,1.0,coronavirus test rapid testing,results,coronavirus test rapid testing results,0.0,0.0985324947589098,1
325,1.0,coronavirus test rapid testing,alert,coronavirus test rapid testing alert,0.0,0.0,0
326,1.0,coronavirus test rapid testing,recovery,coronavirus test rapid testing recovery,0.0,0.0,0
327,1.0,coronavirus test rapid testing,sequencing,coronavirus test rapid testing sequencing,0.0,0.0062893081761006,1
