
index,Q_name,candidate,new_q,base_reward,new_reward,label
0,coronavirus origin,surface,coronavirus origin surface,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,synthetic,coronavirus origin synthetic,0.021604938271604937,0.0,0
0,coronavirus origin,additional,coronavirus origin additional,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,reproductive,coronavirus origin reproductive,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,indigenous,coronavirus origin indigenous,0.021604938271604937,0.0,0
0,coronavirus origin,rare,coronavirus origin rare,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,western,coronavirus origin western,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,indicates,coronavirus origin indicates,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,national,coronavirus origin national,0.021604938271604937,0.08641975308641975,1
0,coronavirus origin,flu,coronavirus origin flu,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,low,coronavirus origin low,0.021604938271604937,0.033950617283950615,1
0,coronavirus origin,predominant,coronavirus origin predominant,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,veterinary,coronavirus origin veterinary,0.021604938271604937,0.09876543209876543,1
0,coronavirus origin,childhood,coronavirus origin childhood,0.021604938271604937,0.0,0
0,coronavirus origin,indicating,coronavirus origin indicating,0.021604938271604937,0.024691358024691357,1
0,coronavirus origin,french,coronavirus origin french,0.021604938271604937,0.0,0
0,coronavirus origin,isolate,coronavirus origin isolate,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,different,coronavirus origin different,0.021604938271604937,0.09259259259259259,1
0,coronavirus origin,family,coronavirus origin family,0.021604938271604937,0.037037037037037035,1
0,coronavirus origin,grey,coronavirus origin grey,0.021604938271604937,0.0,0
0,coronavirus origin,english,coronavirus origin english,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,mysterious,coronavirus origin mysterious,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,related,coronavirus origin related,0.021604938271604937,0.14814814814814814,1
0,coronavirus origin,canadian,coronavirus origin canadian,0.021604938271604937,0.0,0
0,coronavirus origin,cold,coronavirus origin cold,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,disease,coronavirus origin disease,0.021604938271604937,0.2654320987654321,1
0,coronavirus origin,infectiones,coronavirus origin infectiones,0.021604938271604937,0.0,0
0,coronavirus origin,pneumonia,coronavirus origin pneumonia,0.021604938271604937,0.2345679012345679,1
0,coronavirus origin,virus,coronavirus origin virus,0.021604938271604937,0.12345679012345678,1
0,coronavirus origin,infections,coronavirus origin infections,0.021604938271604937,0.2345679012345679,1
0,coronavirus origin,outbreak,coronavirus origin outbreak,0.021604938271604937,0.25617283950617287,1
0,coronavirus origin,epidemic,coronavirus origin epidemic,0.021604938271604937,0.24074074074074073,1
0,coronavirus origin,vaccine,coronavirus origin vaccine,0.021604938271604937,0.07716049382716049,1
0,coronavirus origin,genome,coronavirus origin genome,0.021604938271604937,0.19753086419753085,1
0,coronavirus origin,strain,coronavirus origin strain,0.021604938271604937,0.040123456790123455,1
0,coronavirus origin,pathogen,coronavirus origin pathogen,0.021604938271604937,0.06790123456790123,1
0,coronavirus origin,diseases,coronavirus origin diseases,0.021604938271604937,0.25308641975308643,1
0,coronavirus origin,research,coronavirus origin research,0.021604938271604937,0.2654320987654321,1
0,coronavirus origin,database,coronavirus origin database,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,china,coronavirus origin china,0.021604938271604937,0.29012345679012347,1
0,coronavirus origin,subsp,coronavirus origin subsp,0.021604938271604937,0.0,0
0,coronavirus origin,coe,coronavirus origin coe,0.021604938271604937,0.0,0
0,coronavirus origin,gov,coronavirus origin gov,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,strains,coronavirus origin strains,0.021604938271604937,0.07716049382716049,1
0,coronavirus origin,society,coronavirus origin society,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,syndrome,coronavirus origin syndrome,0.021604938271604937,0.2623456790123457,1
0,coronavirus origin,patients,coronavirus origin patients,0.021604938271604937,0.06790123456790123,1
0,coronavirus origin,organization,coronavirus origin organization,0.021604938271604937,0.05246913580246913,1
0,coronavirus origin,recipients,coronavirus origin recipients,0.021604938271604937,0.0,0
0,coronavirus origin,treatment,coronavirus origin treatment,0.021604938271604937,0.12037037037037036,1
0,coronavirus origin,family,coronavirus origin family,0.021604938271604937,0.037037037037037035,1
0,coronavirus origin,vaccines,coronavirus origin vaccines,0.021604938271604937,0.05555555555555555,1
0,coronavirus origin,corona,coronavirus origin corona,0.021604938271604937,0.018518518518518517,0
0,coronavirus origin,genus,coronavirus origin genus,0.021604938271604937,0.030864197530864196,1
0,coronavirus origin,studies,coronavirus origin studies,0.021604938271604937,0.08333333333333333,1
0,coronavirus origin,isolate,coronavirus origin isolate,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,influenza,coronavirus origin influenza,0.021604938271604937,0.018518518518518517,0
0,coronavirus origin,viruses,coronavirus origin viruses,0.021604938271604937,0.25617283950617287,1
0,coronavirus origin,antigen,coronavirus origin antigen,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,challenge,coronavirus origin challenge,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,control,coronavirus origin control,0.021604938271604937,0.1111111111111111,1
0,coronavirus origin,mortality,coronavirus origin mortality,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,registry,coronavirus origin registry,0.021604938271604937,0.0,0
0,coronavirus origin,development,coronavirus origin development,0.021604938271604937,0.07098765432098765,1
0,coronavirus origin,concern,coronavirus origin concern,0.021604938271604937,0.037037037037037035,1
0,coronavirus origin,transmission,coronavirus origin transmission,0.021604938271604937,0.20987654320987653,1
0,coronavirus origin,administration,coronavirus origin administration,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,hospital,coronavirus origin hospital,0.021604938271604937,0.10493827160493827,1
0,coronavirus origin,species,coronavirus origin species,0.021604938271604937,0.12037037037037036,1
0,coronavirus origin,inc,coronavirus origin inc,0.021604938271604937,0.0,0
0,coronavirus origin,entry,coronavirus origin entry,0.021604938271604937,0.018518518518518517,0
0,coronavirus origin,association,coronavirus origin association,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,population,coronavirus origin population,0.021604938271604937,0.04938271604938271,1
0,coronavirus origin,background,coronavirus origin background,0.021604938271604937,0.043209876543209874,1
0,coronavirus origin,symptoms,coronavirus origin symptoms,0.021604938271604937,0.09567901234567901,1
0,coronavirus origin,exposure,coronavirus origin exposure,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,b,coronavirus origin b,0.021604938271604937,0.046296296296296294,1
0,coronavirus origin,flu,coronavirus origin flu,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,community,coronavirus origin community,0.021604938271604937,0.037037037037037035,1
0,coronavirus origin,antibodies,coronavirus origin antibodies,0.021604938271604937,0.027777777777777776,1
0,coronavirus origin,investigationidae,coronavirus origin investigationidae,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,province,coronavirus origin province,0.021604938271604937,0.07407407407407407,1
0,coronavirus origin,receptor,coronavirus origin receptor,0.021604938271604937,0.10185185185185185,1
0,coronavirus origin,spike,coronavirus origin spike,0.021604938271604937,0.12962962962962962,1
0,coronavirus origin,detection,coronavirus origin detection,0.021604938271604937,0.018518518518518517,0
0,coronavirus origin,reservoir,coronavirus origin reservoir,0.021604938271604937,0.08641975308641975,1
0,coronavirus origin,study,coronavirus origin study,0.021604938271604937,0.10185185185185185,1
0,coronavirus origin,cancer,coronavirus origin cancer,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,beta,coronavirus origin beta,0.021604938271604937,0.027777777777777776,1
0,coronavirus origin,death,coronavirus origin death,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,antibody,coronavirus origin antibody,0.021604938271604937,0.033950617283950615,1
0,coronavirus origin,classification,coronavirus origin classification,0.021604938271604937,0.21296296296296297,1
0,coronavirus origin,publications,coronavirus origin publications,0.021604938271604937,0.0,0
0,coronavirus origin,subgenus,coronavirus origin subgenus,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,surveillance,coronavirus origin surveillance,0.021604938271604937,0.22839506172839505,1
0,coronavirus origin,cases,coronavirus origin cases,0.021604938271604937,0.10185185185185185,1
0,coronavirus origin,gene,coronavirus origin gene,0.021604938271604937,0.09259259259259259,1
0,coronavirus origin,international,coronavirus origin international,0.021604938271604937,0.07716049382716049,1
0,coronavirus origin,lineage,coronavirus origin lineage,0.021604938271604937,0.043209876543209874,1
0,coronavirus origin,review,coronavirus origin review,0.021604938271604937,0.14814814814814814,1
0,coronavirus origin,®,coronavirus origin ®,0.021604938271604937,0.024691358024691357,1
0,coronavirus origin,populations,coronavirus origin populations,0.021604938271604937,0.07407407407407407,1
0,coronavirus origin,illness,coronavirus origin illness,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,foundation,coronavirus origin foundation,0.021604938271604937,0.046296296296296294,1
0,coronavirus origin,america,coronavirus origin america,0.021604938271604937,0.033950617283950615,1
0,coronavirus origin,endemic,coronavirus origin endemic,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,tuberculosis,coronavirus origin tuberculosis,0.021604938271604937,0.0,0
0,coronavirus origin,national,coronavirus origin national,0.021604938271604937,0.08641975308641975,1
0,coronavirus origin,website,coronavirus origin website,0.021604938271604937,0.0,0
0,coronavirus origin,dissemination,coronavirus origin dissemination,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,em,coronavirus origin em,0.021604938271604937,0.0,0
0,coronavirus origin,registrationensis,coronavirus origin registrationensis,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,©,coronavirus origin ©,0.021604938271604937,0.0,0
0,coronavirus origin,korea,coronavirus origin korea,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,taiwan,coronavirus origin taiwan,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,med,coronavirus origin med,0.021604938271604937,0.06790123456790123,1
0,coronavirus origin,humans,coronavirus origin humans,0.021604938271604937,0.25,1
0,coronavirus origin,deaths,coronavirus origin deaths,0.021604938271604937,0.05555555555555555,1
0,coronavirus origin,index,coronavirus origin index,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,|ov,coronavirus origin |ov,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,taxonomy,coronavirus origin taxonomy,0.021604938271604937,0.2222222222222222,1
0,coronavirus origin,replication,coronavirus origin replication,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,rna,coronavirus origin rna,0.021604938271604937,0.07098765432098765,1
0,coronavirus origin,ii,coronavirus origin ii,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,y,coronavirus origin y,0.021604938271604937,0.0,0
0,coronavirus origin,2015'health,coronavirus origin 2015'health,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,injury,coronavirus origin injury,0.021604938271604937,0.0,0
0,coronavirus origin,infected,coronavirus origin infected,0.021604938271604937,0.05555555555555555,1
0,coronavirus origin,nc,coronavirus origin nc,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,iv,coronavirus origin iv,0.021604938271604937,0.0,0
0,coronavirus origin,vietnam,coronavirus origin vietnam,0.021604938271604937,0.0,0
0,coronavirus origin,india,coronavirus origin india,0.021604938271604937,0.040123456790123455,1
0,coronavirus origin,usa,coronavirus origin usa,0.021604938271604937,0.08333333333333333,1
0,coronavirus origin,sequencing,coronavirus origin sequencing,0.021604938271604937,0.16049382716049382,1
0,coronavirus origin,pathology,coronavirus origin pathology,0.021604938271604937,0.05246913580246913,1
0,coronavirus origin,data,coronavirus origin data,0.021604938271604937,0.1388888888888889,1
0,coronavirus origin,p,coronavirus origin p,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,analysis,coronavirus origin analysis,0.021604938271604937,0.23765432098765432,1
0,coronavirus origin,management,coronavirus origin management,0.021604938271604937,0.024691358024691357,1
0,coronavirus origin,nature,coronavirus origin nature,0.021604938271604937,0.030864197530864196,1
0,coronavirus origin,variants,coronavirus origin variants,0.021604938271604937,0.015432098765432098,0
0,coronavirus origin,severity,coronavirus origin severity,0.021604938271604937,0.009259259259259259,0
0,coronavirus origin,prevention,coronavirus origin prevention,0.021604938271604937,0.08641975308641975,1
0,coronavirus origin,origin,coronavirus origin origin,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,group,coronavirus origin group,0.021604938271604937,0.05864197530864197,1
0,coronavirus origin,ci,coronavirus origin ci,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,bio,coronavirus origin bio,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,indonesia,coronavirus origin indonesia,0.021604938271604937,0.0,0
0,coronavirus origin,cluster,coronavirus origin cluster,0.021604938271604937,0.040123456790123455,1
0,coronavirus origin,university,coronavirus origin university,0.021604938271604937,0.21296296296296297,1
0,coronavirus origin,x,coronavirus origin x,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,children,coronavirus origin children,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,limitedesis,coronavirus origin limitedesis,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,japan,coronavirus origin japan,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,therapy,coronavirus origin therapy,0.021604938271604937,0.08641975308641975,1
0,coronavirus origin,world,coronavirus origin world,0.021604938271604937,0.09567901234567901,1
0,coronavirus origin,cause,coronavirus origin cause,0.021604938271604937,0.040123456790123455,1
0,coronavirus origin,complications,coronavirus origin complications,0.021604938271604937,0.0030864197530864196,0
0,coronavirus origin,mutations,coronavirus origin mutations,0.021604938271604937,0.05864197530864197,1
0,coronavirus origin,grows,coronavirus origin grows,0.021604938271604937,0.0,0
0,coronavirus origin,human,coronavirus origin human,0.021604938271604937,0.1388888888888889,1
0,coronavirus origin,transplant,coronavirus origin transplant,0.021604938271604937,0.006172839506172839,0
0,coronavirus origin,discovery,coronavirus origin discovery,0.021604938271604937,0.021604938271604937,0
0,coronavirus origin,culture,coronavirus origin culture,0.021604938271604937,0.012345679012345678,0
0,coronavirus origin,screening,coronavirus origin screening,0.021604938271604937,0.06481481481481481,1
0,coronavirus origin,institute,coronavirus origin institute,0.021604938271604937,0.19135802469135801,1
0,coronavirus origin,clade,coronavirus origin clade,0.021604938271604937,0.027777777777777776,1
0,coronavirus origin,alert,coronavirus origin alert,0.021604938271604937,0.006172839506172839,0
1,coronavirus test rapid testing,screening,coronavirus test rapid testing screening,0.012578616352201259,0.1320754716981132,1
1,coronavirus test rapid testing,detection,coronavirus test rapid testing detection,0.012578616352201259,0.07966457023060797,1
1,coronavirus test rapid testing,test,coronavirus test rapid testing test,0.012578616352201259,0.012578616352201259,0
1,coronavirus test rapid testing,transmission,coronavirus test rapid testing transmission,0.012578616352201259,0.018867924528301886,1
1,coronavirus test rapid testing,infection,coronavirus test rapid testing infection,0.012578616352201259,0.05870020964360587,1
1,coronavirus test rapid testing,testing,coronavirus test rapid testing testing,0.012578616352201259,0.012578616352201259,0
1,coronavirus test rapid testing,diagnosis,coronavirus test rapid testing diagnosis,0.012578616352201259,0.129979035639413,1
1,coronavirus test rapid testing,tests,coronavirus test rapid testing tests,0.012578616352201259,0.08176100628930817,1
1,coronavirus test rapid testing,infections,coronavirus test rapid testing infections,0.012578616352201259,0.11949685534591195,1
